ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
5854304	3276421192847	Щетка стеклоочистителя комплект swf visioflex, 600мм/24, 475мм/19, бескаркасная, передняя, 2шт 119284	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	5224108	swf
5854305	3276421193936	Щетка стеклоочистителя комплект swf visioflex, 650мм/26, 475мм/19, бескаркасная, передняя, 2шт 119393	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	5224108	swf
5854306	4004260004873	Щетка стеклоочистителя комплект swf visioflex, 650мм/26, 650мм/26, бескаркасная, передняя, 2шт 119381	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	5224108	swf
5854307	3276425778245	Щетка стеклоочистителя комплект valeo silencio, 600мм/24, 450мм/18, бескаркасная, передняя, 2шт 577824	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854308	3276425743663	Щетка стеклоочистителя комплект valeo silencio, 600мм/24, 450мм/18, замок, бескаркасная, передняя, 2шт 574366	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854309	3276425743908	Щетка стеклоочистителя комплект valeo silencio, 600мм/24, 500мм/20, боковой зажим, бескаркасная, передняя, 2шт 574390	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854310	3276425778399	Щетка стеклоочистителя комплект valeo silencio, 650мм/26, 380мм/15, бескаркасная, передняя, 2шт 577839	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854311	3276425747470	Щетка стеклоочистителя комплект valeo silencio, 650мм/26, 400мм/16, бескаркасная, передняя, 2шт 574747	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854312	3276425747098	Щетка стеклоочистителя комплект valeo silencio, 650мм/26, 450мм/18, бескаркасная, передняя, 2шт 574709	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5854313	3276425779266	Щетка стеклоочистителя комплект valeo silencio, 675мм/27, 475мм/19, бескаркасная, передняя, 2шт 577926	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	299813	Valeo
5108454	01234596	Щетка стеклоочистителя м850 cartrec б/к 475mm 19 mitutoyo	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	2715691	CARTREC
5108455	12345991	Щетка стеклоочистителя м850 cartrec б/к 525mm 21 mitutoyo	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	2715691	CARTREC
2765020	6946138696231	Щетка стеклоочистителя м850 cartrec б/к 575mm 23 mitutoyo	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	2715691	CARTREC
5664691	3165140941792	Щетка стеклоочистителя маленькая резиновая glassvac bosch 2шт (2 щетки сменные, 133мм, для bosch glassvac, мойка окон, стекол,	5167323	аксессуары для пылесосов и пароочистителей	5237876	Bosch diy
3870228	842404034287	Щетка стеклоочистителя нф авто 22inch	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	3785719	НФ
5854314	4028224120249	Щетка стеклоочистителя резинка alca flat economy для бескаркасных щеток 600mm 2шт	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	0	
1749672	4607042581038	Щетка стеклоочистителя резинки хорс силиконовые 61.5cm (компл. 2шт)	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	676530	Хорс
1973920	4607042581076	Щетка стеклоочистителя резинки хорс силиконовые графитовые 54cm (компл. 2шт)	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	676530	Хорс
3946159	5010874331952	Щетка стеклоочистителя с01 (по 1 штуке) x70	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	163587	Champion
2951626	4680218065730	Щетка стеклоочистителя фрамелесс 16/41cm всесезон.gy000416 Goodyear	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	0	
2951627	4680218065853	Щетка стеклоочистителя фрамелесс 20/51m всесезон.gy000420 Goodyear	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	0	
2951628	4680218065884	Щетка стеклоочистителя фрамелесс 21/53cm всесезон.gy000421 Goodyear	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	0	
2951629	4680218065976	Щетка стеклоочистителя фрамелесс 24/60cm всесезон.gy000424 Goodyear	1414878	Эксплуатация и ремонт автомобилей/Щетка стеклоочистителя	0	
